"File","SourceBytes","DestBytes","Match"
"TEMPORAL_SYSTEMS_DOCUMENTS_MANIFEST_NO_THIRD_PARTY.csv","708410","708410","True"
"REMOVED_THIRD_PARTY_ITEMS.csv","1344418","1344418","True"
"PRIORITY_REVIEW_NO_THIRD_PARTY.csv","354319","354319","True"
"NO_THIRD_PARTY_SUMMARY.csv","1138","1138","True"
"THIRD_PARTY_FILTER_RULES.txt","1034","1034","True"
"README_SCOPE_AND_VERIFICATION.txt","1635","1635","True"
"UNAVAILABLE_DRIVES.txt","173","173","True"
"SKIPPED_FAILED_VERIFICATION.csv","4978","4978","True"
